Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
177.21.224.131-172.31.69.25-3357-23-6,177.21.224.131,3357,172.31.69.25,23,6,16/02/2018 09:38:02 AM,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83333.33333333333,24.0,0.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41666.666666666664,41666.666666666664,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58856,0,0,20,0,0,0,0,0,0,0,0,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 09:49:55 AM,112639807,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0266335683618492,5.63199035E7,112.42997820866105,5.6319983E7,5.6319824E7,1.12639807E8,5.63199035E7,112.42997820866105,5.6319983E7,5.6319824E7,0,0,0,0,0,0,0,0,0,0,0,0.0266335683618492,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5939275384075E14,1.073943452001183E15,1.518785451361676E15,5.6319824E7,No Label
177.21.224.131-172.31.69.25-3357-23-6,177.21.224.131,3357,172.31.69.25,23,6,16/02/2018 09:51:18 AM,22,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909091,22.0,0.0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.545454545456,45454.545454545456,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58856,0,0,20,0,0,0,0,0,0,0,0,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 09:52:44 AM,112640246,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633464561148065,5.6320123E7,123.03657992645927,5.632021E7,5.6320036E7,1.12640246E8,5.6320123E7,123.03657992645927,5.632021E7,5.6320036E7,0,0,0,0,0,0,0,0,0,0,0,0.026633464561148065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593928383209E14,1.073943571473857E15,1.518785620321764E15,5.6320036E7,No Label
172.31.69.25-91.189.95.83-36158-80-6,172.31.69.25,36158,91.189.95.83,80,6,16/02/2018 09:56:00 AM,260500,16,16,217.0,24171.0,217.0,0.0,13.562499999999998,54.24999999999999,4344.0,0.0,1510.6875,993.7161713319688,93619.96161228407,122.84069097888676,8403.225806451614,25865.7052184415,88584.0,3.0,260264.0,17350.933333333334,35613.14724421439,88611.0,14.0,171916.0,11461.066666666666,29840.04076612178,85363.0,15.0,0,0,0,0,520,520,61.42034548944338,61.42034548944338,0.0,4344.0,739.0303030303029,1020.8838537282438,1042203.8428030304,1,2,0,2,31,0,0,0,1.0,762.125,13.5625,1510.6875,0,0,0,0,15,141969,0,6,0,755,26883,119,1,32,0,0,0,0,1.5187857607518485E15,61110.726182940045,1.518785760823172E15,1.518785760562945E15,No Label
172.31.69.25-91.189.95.83-36158-80-6,172.31.69.25,36158,91.189.95.83,80,6,16/02/2018 09:56:00 AM,198326,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10.084406482256487,198326.0,0.0,198326.0,198326.0,198326.0,198326.0,0.0,198326.0,198326.0,0,0,0,0,0,0,0,0,0,64,0,10.084406482256487,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,595,0,0,32,0,0,0,0,0,0,0,0,No Label
172.31.69.25-91.189.95.83-36162-80-6,172.31.69.25,36162,91.189.95.83,80,6,16/02/2018 09:56:01 AM,340364,24,24,255.0,45734.0,255.0,0.0,10.624999999999998,52.051657034142536,5792.0,0.0,1905.5833333333333,1242.856314640023,135117.1099176176,141.0254903573821,7241.787234042555,23663.535106495714,86029.0,3.0,257674.0,11203.217391304348,29014.698135688715,86115.0,10.0,255804.0,11121.913043478264,28805.553034587938,86179.0,10.0,0,0,0,0,776,776,70.51274517869105,70.51274517869105,0.0,5792.0,938.5510204081633,1287.6000132873899,1657913.7942176864,1,2,0,4,47,0,0,0,1.0,958.1041666666666,10.625,1905.5833333333333,0,0,0,0,23,179887,0,5,0,952,26883,119,1,32,0,0,0,0,1.5187857612654928E15,58909.10726749111,1.518785761315809E15,1.518785761058162E15,No Label
172.31.69.25-91.189.95.83-36162-80-6,172.31.69.25,36162,91.189.95.83,80,6,16/02/2018 09:56:01 AM,840596,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2.379264236327558,840596.0,0.0,840596.0,840596.0,840596.0,840596.0,0.0,840596.0,840596.0,0,0,0,0,0,0,0,0,0,64,0,2.379264236327558,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,852,0,0,32,0,0,0,0,0,0,0,0,No Label
172.31.69.25-91.189.88.149-43340-80-6,172.31.69.25,43340,91.189.88.149,80,6,16/02/2018 09:56:00 AM,1677127,59,55,733.0,107578.0,261.0,0.0,12.423728813559322,54.318410986175955,2896.0,0.0,1955.9636363636366,830.0861392971206,64581.27500183349,67.97338543831206,14841.831858407077,95108.5836102894,997521.0,3.0,1677127.0,28915.98275862069,131761.25402867954,997521.0,7.0,593189.0,10984.981481481482,27891.01423126644,153682.0,10.0,0,0,0,0,1904,1768,35.179208253161505,32.79417718515056,0.0,2896.0,941.8347826086955,1130.8906048699257,1278913.5601830666,1,3,0,10,112,0,0,0,0.0,950.0964912280701,12.423728813559322,1955.9636363636364,0,0,0,0,56,182651,0,6,0,943,26883,252,3,32,0,0,0,0,1.518785761885566E15,161462.39718922594,1.518785762237396E15,1.518785760646712E15,No Label
172.31.69.25-52.15.155.232-43848-80-6,172.31.69.25,43848,52.15.155.232,80,6,16/02/2018 09:56:00 AM,1676473,207,889,1759.0,1566268.0,273.0,0.0,8.497584541062805,45.70078650681099,8688.0,0.0,1761.8312710911132,870.3020009455606,935313.0053391852,653.7534454774994,1531.0255707762556,44256.82144247711,1458530.0,2.0,1676473.0,8138.218446601943,101974.31025348493,1458530.0,13.0,217057.0,244.43355855855884,4586.4495615561855,135528.0,3.0,0,0,0,0,6632,28456,123.47350658197298,530.2799388955265,0.0,8688.0,1429.3773928896978,1042.5424669531978,1086894.7954008596,1,2,0,21,1095,0,0,0,4.0,1430.6815693430658,8.497584541062801,1761.8312710911136,0,0,0,0,895,7227296,0,1,0,1429,26883,269,7,32,0,0,0,0,1.5187857607188002E15,65321.147832682334,1.518785760781067E15,1.518785760563179E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 09:55:32 AM,112640552,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633392208518295,5.6320276E7,43.840620433565945,5.6320307E7,5.6320245E7,1.12640552E8,5.6320276E7,43.840620433565945,5.6320307E7,5.6320245E7,0,0,0,0,0,0,0,0,0,0,0,0.026633392208518295,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59392922801268E14,1.0739436909468436E15,1.518785789282291E15,5.6320245E7,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 09:58:21 AM,112640757,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633343737205176,5.63203785E7,6.363961030678928,5.6320383E7,5.6320374E7,1.12640757E8,5.63203785E7,6.363961030678928,5.6320383E7,5.6320374E7,0,0,0,0,0,0,0,0,0,0,0,0.026633343737205176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593930072817705E14,1.0739438104201209E15,1.518785958243158E15,5.6320383E7,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:01:10 AM,112641141,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633252942634876,5.63205705E7,211.4249275747777,5.632072E7,5.6320421E7,1.12641141E8,5.63205705E7,211.4249275747777,5.632072E7,5.6320421E7,0,0,0,0,0,0,0,0,0,0,0,0.026633252942634876,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59393091762546E14,1.0739439298939256E15,1.518786127204671E15,5.6320421E7,No Label
172.31.69.25-172.31.69.1-68-67-17,172.31.69.25,68,172.31.69.1,67,17,16/02/2018 09:42:10 AM,685,1,1,300.0,329.0,300.0,300.0,300.0,0.0,329.0,329.0,329.0,0.0,918248.1751824818,2919.7080291970806,685.0,0.0,685.0,685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1459.8540145985403,1459.8540145985403,300.0,329.0,309.6666666666667,16.743157806499145,280.3333333333333,0,0,0,0,0,0,0,0,1.0,464.5,300.0,329.0,0,0,0,0,0,0,0,150,0,164,0,0,0,8,0,0,0,0,0,0,0,0,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:03:59 AM,112640905,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.02663330874339122,5.63204525E7,101.1162697096763,5.6320524E7,5.6320381E7,1.12640905E8,5.63204525E7,101.1162697096763,5.6320524E7,5.6320381E7,0,0,0,0,0,0,0,0,0,0,0,0.02663330874339122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593931762431315E14,1.0739440493675719E15,1.518786296165882E15,5.6320381E7,No Label
177.21.224.131-172.31.69.25-3357-23-6,177.21.224.131,3357,172.31.69.25,23,6,16/02/2018 09:55:24 AM,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.260869565216,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58856,0,0,20,0,0,0,0,0,0,0,0,No Label
211.225.86.172-172.31.69.25-54144-22-6,211.225.86.172,54144,172.31.69.25,22,6,16/02/2018 10:09:27 AM,2161996,14,10,2177.0,1385.0,1448.0,0.0,155.50000000000006,395.97566941572404,976.0,0.0,138.50000000000003,306.35971957451875,1647.5516143415623,11.100853100560778,93999.82608695653,131873.27187377907,300059.0,7.0,2161996.0,166307.3846153846,145843.17101972838,319683.0,7.0,1869331.0,207703.4444444444,157964.14297089,391025.0,70.0,0,0,0,0,456,328,6.475497641993788,4.625355458566991,0.0,1448.0,142.48,347.96409297512287,121079.00999999997,1,2,0,11,23,0,0,0,0.0,148.41666666666666,155.5,138.5,0,0,0,0,12,2254,0,90,0,57,29200,255,7,32,0,0,0,0,1.5187865679492465E15,562766.0851695389,1.518786568914972E15,1.518786567046506E15,No Label
211.225.86.172-172.31.69.25-54146-22-6,211.225.86.172,54146,172.31.69.25,22,6,16/02/2018 10:09:27 AM,2158562,14,10,2177.0,1385.0,1448.0,0.0,155.50000000000006,395.97566941572404,976.0,0.0,138.50000000000003,306.35971957451875,1650.1726612439209,11.118513158297052,93850.52173913043,131661.73201596082,299540.0,6.0,2158562.0,166043.23076923078,146062.24162444918,320676.0,27.0,1867185.0,207465.0,157930.0987858236,398465.0,48.0,0,0,0,0,456,328,6.485799342339947,4.632713815957105,0.0,1448.0,142.48,347.96409297512287,121079.00999999997,1,2,0,11,23,0,0,0,0.0,148.41666666666666,155.5,138.5,0,0,0,0,12,2257,0,90,0,57,29200,255,7,32,0,0,0,0,1.5187865679567615E15,561679.8886746477,1.518786568922674E15,1.518786567056336E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:06:48 AM,112641080,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.02663326736568932,5.632054E7,26.870057685088806,5.6320559E7,5.6320521E7,1.1264108E8,5.632054E7,26.870057685088806,5.6320559E7,5.6320521E7,0,0,0,0,0,0,0,0,0,0,0,0.02663326736568932,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59393260723949E14,1.0739441688412381E15,1.518786465127339E15,5.6320559E7,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:09:37 AM,112641107,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633260981712474,5.63205535E7,27.577164466275352,5.6320573E7,5.6320534E7,1.12641107E8,5.63205535E7,27.577164466275352,5.6320573E7,5.6320534E7,0,0,0,0,0,0,0,0,0,0,0,0.026633260981712474,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59393345204762E14,1.073944288315185E15,1.51878663408899E15,5.6320534E7,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:12:26 AM,112641162,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.026633247977324668,5.6320581E7,118.79393923933998,5.6320665E7,5.6320497E7,1.12641162E8,5.6320581E7,118.79393923933998,5.6320665E7,5.6320497E7,0,0,0,0,0,0,0,0,0,0,0,0.026633247977324668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593934296856675E14,1.0739444077892796E15,1.518786803050838E15,5.6320497E7,No Label
172.31.69.25-131.202.242.193-22-35605-6,172.31.69.25,22,131.202.242.193,35605,6,16/02/2018 09:34:20 AM,54051783,141,160,11888.0,4288.0,544.0,64.0,84.31205673758863,52.26322590663713,64.0,0.0,26.799999999999994,31.673809191179473,299.26857361948635,5.568733967573281,180172.61,940706.0740519072,1.2971932E7,5.0,5.4009102E7,385779.29999999993,1371221.6159675233,1.3054339E7,27.0,5.3973681E7,339457.11320754705,1273715.7405442265,1.2971932E7,5.0,1,0,0,0,2820,3200,2.608609599428015,2.9601243681452654,0.0,544.0,53.77483443708609,51.22838864466308,2624.347803128645,0,0,0,208,301,0,0,0,1.0,53.95348837209303,84.31205673758865,26.8,0,0,0,0,26,773,0,39,0,14,255,253,140,20,0,0,0,0,1.5187844901650075E15,1.4899249807543095E7,1.51878451488884E15,1.518784460837323E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:15:15 AM,112641202,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.02663323851959605,5.6320601E7,77.78174593052023,5.6320656E7,5.6320546E7,1.12641202E8,5.6320601E7,77.78174593052023,5.6320656E7,5.6320546E7,0,0,0,0,0,0,0,0,0,0,0,0.02663323851959605,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.593935141665185E14,1.0739445272631755E15,1.518786972012491E15,5.6320546E7,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/02/2018 10:18:04 AM,112641133,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.02663325483418211,5.63205665E7,38.890872965260115,5.6320594E7,5.6320539E7,1.12641133E8,5.63205665E7,38.890872965260115,5.6320594E7,5.6320539E7,0,0,0,0,0,0,0,0,0,0,0,0.02663325483418211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.59393598647379E14,1.0739446467370864E15,1.518787140974164E15,5.6320594E7,No Label
